video,condition,period,delta,null,n_a,n_b,n_match,S,zS,p
20170710_13_14_01,invisible,P1,0.1,continuous,19,24,7,0.32558139534883723,0.41129867989855085,0.43778110944527737
20170710_13_14_01,invisible,P2,0.1,continuous,47,53,19,0.38,2.1384555958846394,0.033483258370814596
20170710_13_14_01,invisible,P3,0.1,continuous,139,170,52,0.3365695792880259,2.381733806268814,0.013993003498250875
20170710_13_14_01,invisible,P1,0.1,grid,19,24,7,0.32558139534883723,-1.16673542653875,0.9270364817591205
20170710_13_14_01,invisible,P2,0.1,grid,47,53,19,0.38,0.11026952161224648,0.5177411294352824
20170710_13_14_01,invisible,P3,0.1,grid,139,170,52,0.3365695792880259,-1.3537862247763703,0.9310344827586207
20170710_13_14_01,invisible,P1,0.2,continuous,19,24,12,0.5581395348837209,-0.2603473621105212,0.6451774112943528
20170710_13_14_01,invisible,P2,0.2,continuous,47,53,35,0.7,3.2403234698200554,0.0004997501249375312
20170710_13_14_01,invisible,P3,0.2,continuous,139,170,88,0.56957928802589,1.5403519654136997,0.08545727136431784
20170710_13_14_01,invisible,P1,0.2,grid,19,24,12,0.5581395348837209,-1.8861538117749166,0.9870064967516242
20170710_13_14_01,invisible,P2,0.2,grid,47,53,35,0.7,1.562074756533672,0.08845577211394302
20170710_13_14_01,invisible,P3,0.2,grid,139,170,88,0.56957928802589,-2.2709948415252437,0.9955022488755623
20170710_13_14_01,invisible,P1,0.3,continuous,19,24,17,0.7906976744186046,0.6173174300514535,0.447776111944028
20170710_13_14_01,invisible,P2,0.3,continuous,47,53,37,0.74,1.1305351392855059,0.21239380309845077
20170710_13_14_01,invisible,P3,0.3,continuous,139,170,112,0.7249190938511327,0.8445821227551593,0.25837081459270367
20170710_13_14_01,invisible,P1,0.3,grid,19,24,17,0.7906976744186046,-0.13459762401848704,0.7841079460269865
20170710_13_14_01,invisible,P2,0.3,grid,47,53,37,0.74,0.20124075363838034,0.5297351324337831
20170710_13_14_01,invisible,P3,0.3,grid,139,170,112,0.7249190938511327,-0.8432332528871895,0.8360819590204898
20170710_13_14_01,invisible,P1,0.5,continuous,19,24,17,0.7906976744186046,-0.9129649102661028,0.9685157421289355
20170710_13_14_01,invisible,P2,0.5,continuous,47,53,38,0.76,-0.026704852541596585,0.6616691654172914
20170710_13_14_01,invisible,P3,0.5,continuous,139,170,118,0.7637540453074434,-0.041273019783722005,0.5822088955522239
20170710_13_14_01,invisible,P1,0.5,grid,19,24,17,0.7906976744186046,-1.346982516345847,0.9945027486256871
20170710_13_14_01,invisible,P2,0.5,grid,47,53,38,0.76,-0.29419671530285046,0.7581209395302348
20170710_13_14_01,invisible,P3,0.5,grid,139,170,118,0.7637540453074434,-0.39293998773780164,0.6841579210394803
20170710_13_14_01,invisible,P1,1.0,continuous,19,24,17,0.7906976744186046,-0.9167910997426045,0.95952023988006
20170710_13_14_01,invisible,P2,1.0,continuous,47,53,40,0.8,0.8106138833613734,0.33683158420789605
20170710_13_14_01,invisible,P3,1.0,continuous,139,170,119,0.7702265372168284,-0.23357073514205196,0.6176911544227887
20170710_13_14_01,invisible,P1,1.0,grid,19,24,17,0.7906976744186046,-1.3274997883083977,0.9890054972513743
20170710_13_14_01,invisible,P2,1.0,grid,47,53,40,0.8,0.6316730442187769,0.39430284857571213
20170710_13_14_01,invisible,P3,1.0,grid,139,170,119,0.7702265372168284,-0.4587120314085522,0.7156421789105447
20170710_13_14_02,invisible,P1,0.1,continuous,22,29,10,0.39215686274509803,0.7167348745769652,0.30434782608695654
20170710_13_14_02,invisible,P2,0.1,continuous,55,63,32,0.5423728813559322,4.333194063774772,0.0004997501249375312
20170710_13_14_02,invisible,P3,0.1,continuous,163,196,85,0.4735376044568245,5.6709699622552945,0.0004997501249375312
20170710_13_14_02,invisible,P1,0.1,grid,22,29,10,0.39215686274509803,-1.156064787558839,0.9145427286356822
20170710_13_14_02,invisible,P2,0.1,grid,55,63,32,0.5423728813559322,1.7200395043661025,0.05547226386806597
20170710_13_14_02,invisible,P3,0.1,grid,163,196,85,0.4735376044568245,0.9137880788520527,0.20339830084957522
20170710_13_14_02,invisible,P1,0.2,continuous,22,29,20,0.7843137254901961,1.5702619443215506,0.05847076461769116
20170710_13_14_02,invisible,P2,0.2,continuous,55,63,45,0.7627118644067796,3.3295817209429646,0.0004997501249375312
20170710_13_14_02,invisible,P3,0.2,continuous,163,196,125,0.6963788300835655,3.697711982845945,0.004497751124437781
20170710_13_14_02,invisible,P1,0.2,grid,22,29,20,0.7843137254901961,-0.0983179998187379,0.7266366816591704
20170710_13_14_02,invisible,P2,0.2,grid,55,63,45,0.7627118644067796,1.465786425294022,0.08745627186406797
20170710_13_14_02,invisible,P3,0.2,grid,163,196,125,0.6963788300835655,-0.3476350049127193,0.6906546726636682
20170710_13_14_02,invisible,P1,0.3,continuous,22,29,22,0.8627450980392157,1.5313109721240155,0.17391304347826086
20170710_13_14_02,invisible,P2,0.3,continuous,55,63,48,0.8135593220338984,1.6537013465959758,0.0944527736131934
20170710_13_14_02,invisible,P3,0.3,continuous,163,196,136,0.7576601671309192,-0.08081654355492184,0.5947026486756621
20170710_13_14_02,invisible,P1,0.3,grid,22,29,22,0.8627450980392157,1.421209562599934,0.26686656671664166
20170710_13_14_02,invisible,P2,0.3,grid,55,63,48,0.8135593220338984,0.8789153286215681,0.27936031984008
20170710_13_14_02,invisible,P3,0.3,grid,163,196,136,0.7576601671309192,-1.7772052931393778,0.9805097451274363
20170710_13_14_02,invisible,P1,0.5,continuous,22,29,22,0.8627450980392157,1.3617864908708548,0.2978510744627686
20170710_13_14_02,invisible,P2,0.5,continuous,55,63,50,0.847457627118644,1.8714729348880217,0.06546726636681659
20170710_13_14_02,invisible,P3,0.5,continuous,163,196,146,0.8133704735376045,1.103210836042516,0.1854072963518241
20170710_13_14_02,invisible,P1,0.5,grid,22,29,22,0.8627450980392157,1.3793020521177175,0.32733633183408295
20170710_13_14_02,invisible,P2,0.5,grid,55,63,50,0.847457627118644,1.6475106114645681,0.09295352323838081
20170710_13_14_02,invisible,P3,0.5,grid,163,196,146,0.8133704735376045,0.5561431435251163,0.3328335832083958
20170710_13_14_02,invisible,P1,1.0,continuous,22,29,22,0.8627450980392157,1.3858116755602043,0.3058470764617691
20170710_13_14_02,invisible,P2,1.0,continuous,55,63,50,0.847457627118644,1.4994088576193683,0.14142928535732133
20170710_13_14_02,invisible,P3,1.0,continuous,163,196,147,0.8189415041782729,1.0459078954401022,0.2013993003498251
20170710_13_14_02,invisible,P1,1.0,grid,22,29,22,0.8627450980392157,1.3221204047382276,0.3403298350824588
20170710_13_14_02,invisible,P2,1.0,grid,55,63,50,0.847457627118644,1.22573801824618,0.19140429785107446
20170710_13_14_02,invisible,P3,1.0,grid,163,196,147,0.8189415041782729,0.5893893383879826,0.32533733133433285
20170710_13_14_03,invisible,P1,0.1,continuous,28,28,12,0.42857142857142855,0.6894993426423066,0.3188405797101449
20170710_13_14_03,invisible,P2,0.1,continuous,57,77,32,0.47761194029850745,2.816375998196171,0.0069965017491254375
20170710_13_14_03,invisible,P3,0.1,continuous,162,215,73,0.38726790450928383,2.5048943241418646,0.009495252373813094
20170710_13_14_03,invisible,P1,0.1,grid,28,28,12,0.42857142857142855,-0.5540743229195495,0.6861569215392304
20170710_13_14_03,invisible,P2,0.1,grid,57,77,32,0.47761194029850745,-0.17662358674209072,0.6506746626686657
20170710_13_14_03,invisible,P3,0.1,grid,162,215,73,0.38726790450928383,-2.3259294124708214,0.9845077461269365
20170710_13_14_03,invisible,P1,0.2,continuous,28,28,23,0.8214285714285714,1.275037148464475,0.15792103948025987
20170710_13_14_03,invisible,P2,0.2,continuous,57,77,49,0.7313432835820896,1.970511852625128,0.025987006496751622
20170710_13_14_03,invisible,P3,0.2,continuous,162,215,135,0.7161803713527851,3.5986061143795594,0.0004997501249375312
20170710_13_14_03,invisible,P1,0.2,grid,28,28,23,0.8214285714285714,0.38069040001945936,0.46026986506746626
20170710_13_14_03,invisible,P2,0.2,grid,57,77,49,0.7313432835820896,-0.20086954622211653,0.6811594202898551
20170710_13_14_03,invisible,P3,0.2,grid,162,215,135,0.7161803713527851,-0.7233011032368564,0.8180909545227386
20170710_13_14_03,invisible,P1,0.3,continuous,28,28,24,0.8571428571428571,0.2622866037811015,0.5507246376811594
20170710_13_14_03,invisible,P2,0.3,continuous,57,77,54,0.8059701492537313,1.6538819644334817,0.09345327336331834
20170710_13_14_03,invisible,P3,0.3,continuous,162,215,147,0.7798408488063661,0.9769327273445924,0.22038980509745126
20170710_13_14_03,invisible,P1,0.3,grid,28,28,24,0.8571428571428571,-0.26404178573879467,0.7346326836581709
20170710_13_14_03,invisible,P2,0.3,grid,57,77,54,0.8059701492537313,0.9490212227721614,0.2983508245877061
20170710_13_14_03,invisible,P3,0.3,grid,162,215,147,0.7798408488063661,-0.5984212117975597,0.7981009495252374
20170710_13_14_03,invisible,P1,0.5,continuous,28,28,24,0.8571428571428571,-0.31280810967272193,0.7691154422788605
20170710_13_14_03,invisible,P2,0.5,continuous,57,77,54,0.8059701492537313,0.6383884003279939,0.42128935532233885
20170710_13_14_03,invisible,P3,0.5,continuous,162,215,150,0.7957559681697612,0.3473658864171335,0.4522738630684658
20170710_13_14_03,invisible,P1,0.5,grid,28,28,24,0.8571428571428571,-0.6496618036844236,0.8730634682658671
20170710_13_14_03,invisible,P2,0.5,grid,57,77,54,0.8059701492537313,0.25123695558232717,0.5617191404297851
20170710_13_14_03,invisible,P3,0.5,grid,162,215,150,0.7957559681697612,-0.25622546690017217,0.6921539230384808
20170710_13_14_03,invisible,P1,1.0,continuous,28,28,24,0.8571428571428571,-0.3021232465922666,0.7736131934032984
20170710_13_14_03,invisible,P2,1.0,continuous,57,77,54,0.8059701492537313,0.3632730907266366,0.5162418790604698
20170710_13_14_03,invisible,P3,1.0,continuous,162,215,151,0.8010610079575596,0.343091763305804,0.4612693653173413
20170710_13_14_03,invisible,P1,1.0,grid,28,28,24,0.8571428571428571,-0.6329600073439222,0.8700649675162418
20170710_13_14_03,invisible,P2,1.0,grid,57,77,54,0.8059701492537313,-0.004868687653297409,0.6611694152923538
20170710_13_14_03,invisible,P3,1.0,grid,162,215,151,0.8010610079575596,-0.14325767745225615,0.6381809095452274
20170710_15_16_01,invisible,P1,0.1,continuous,15,18,6,0.36363636363636365,1.155977621991928,0.2223888055972014
20170710_15_16_01,invisible,P2,0.1,continuous,39,45,12,0.2857142857142857,1.2919149304857767,0.13493253373313344
20170710_15_16_01,invisible,P3,0.1,continuous,103,121,24,0.21428571428571427,0.7139178766179136,0.26786606696651677
20170710_15_16_01,invisible,P1,0.1,grid,15,18,6,0.36363636363636365,-0.07653762331138929,0.6271864067966016
20170710_15_16_01,invisible,P2,0.1,grid,39,45,12,0.2857142857142857,-0.4049245768111923,0.7141429285357321
20170710_15_16_01,invisible,P3,0.1,grid,103,121,24,0.21428571428571427,-1.463323560328936,0.9420289855072463
20170710_15_16_01,invisible,P1,0.2,continuous,15,18,9,0.5454545454545454,0.5093981553244703,0.38330834582708645
20170710_15_16_01,invisible,P2,0.2,continuous,39,45,20,0.47619047619047616,0.8116959449145741,0.24737631184407796
20170710_15_16_01,invisible,P3,0.2,continuous,103,121,43,0.38392857142857145,0.20655976140886295,0.43728135932033985
20170710_15_16_01,invisible,P1,0.2,grid,15,18,9,0.5454545454545454,-0.6328873694775737,0.8235882058970515
20170710_15_16_01,invisible,P2,0.2,grid,39,45,20,0.47619047619047616,-0.5608668876394104,0.7611194402798601
20170710_15_16_01,invisible,P3,0.2,grid,103,121,43,0.38392857142857145,-1.8341152430512628,0.967016491754123
20170710_15_16_01,invisible,P1,0.3,continuous,15,18,11,0.6666666666666666,-0.25076518812291126,0.7606196901549226
20170710_15_16_01,invisible,P2,0.3,continuous,39,45,27,0.6428571428571429,0.4875578828491412,0.3918040979510245
20170710_15_16_01,invisible,P3,0.3,continuous,103,121,70,0.625,1.6438661377646049,0.05847076461769116
20170710_15_16_01,invisible,P1,0.3,grid,15,18,11,0.6666666666666666,-1.4097283050037437,0.9700149925037481
20170710_15_16_01,invisible,P2,0.3,grid,39,45,27,0.6428571428571429,-0.804023981220643,0.8320839580209896
20170710_15_16_01,invisible,P3,0.3,grid,103,121,70,0.625,-0.399339855321113,0.6931534232883558
20170710_15_16_01,invisible,P1,0.5,continuous,15,18,14,0.8484848484848485,1.0688947707778718,0.29685157421289354
20170710_15_16_01,invisible,P2,0.5,continuous,39,45,35,0.8333333333333334,1.7023106390331233,0.09095452273863068
20170710_15_16_01,invisible,P3,0.5,continuous,103,121,81,0.7232142857142857,-0.5626541616915675,0.7736131934032984
20170710_15_16_01,invisible,P1,0.5,grid,15,18,14,0.8484848484848485,0.8693980178915501,0.39730134932533734
20170710_15_16_01,invisible,P2,0.5,grid,39,45,35,0.8333333333333334,1.4600114125035968,0.13993003498250875
20170710_15_16_01,invisible,P3,0.5,grid,103,121,81,0.7232142857142857,-1.1650982669410017,0.9025487256371814
20170710_15_16_01,invisible,P1,1.0,continuous,15,18,14,0.8484848484848485,0.6579519033563425,0.46476761619190404
20170710_15_16_01,invisible,P2,1.0,continuous,39,45,36,0.8571428571428571,1.8062210051357808,0.08095952023988005
20170710_15_16_01,invisible,P3,1.0,continuous,103,121,85,0.7589285714285714,-0.4596581278418163,0.736631684157921
20170710_15_16_01,invisible,P1,1.0,grid,15,18,14,0.8484848484848485,0.5278865115795092,0.5047476261869065
20170710_15_16_01,invisible,P2,1.0,grid,39,45,36,0.8571428571428571,1.667448494717614,0.1184407796101949
20170710_15_16_01,invisible,P3,1.0,grid,103,121,85,0.7589285714285714,-0.7069351279450233,0.8125937031484258
20170710_15_16_02,invisible,P1,0.1,continuous,16,18,7,0.4117647058823529,1.3391193216483868,0.12843578210894552
20170710_15_16_02,invisible,P2,0.1,continuous,44,49,16,0.34408602150537637,1.498530153174907,0.08995502248875563
20170710_15_16_02,invisible,P3,0.1,continuous,109,129,31,0.2605042016806723,1.707297325588555,0.06196901549225387
20170710_15_16_02,invisible,P1,0.1,grid,16,18,7,0.4117647058823529,0.48708576395808173,0.3893053473263368
20170710_15_16_02,invisible,P2,0.1,grid,44,49,16,0.34408602150537637,-0.06846721031196819,0.5537231384307846
20170710_15_16_02,invisible,P3,0.1,grid,109,129,31,0.2605042016806723,-0.8489848679804937,0.8330834582708646
20170710_15_16_02,invisible,P1,0.2,continuous,16,18,11,0.6470588235294118,1.2688314419417765,0.17841079460269865
20170710_15_16_02,invisible,P2,0.2,continuous,44,49,26,0.5591397849462365,1.0860816042789168,0.1809095452273863
20170710_15_16_02,invisible,P3,0.2,continuous,109,129,54,0.453781512605042,1.3520387155019686,0.11044477761119441
20170710_15_16_02,invisible,P1,0.2,grid,16,18,11,0.6470588235294118,0.651158179422864,0.37681159420289856
20170710_15_16_02,invisible,P2,0.2,grid,44,49,26,0.5591397849462365,-0.3070424986952156,0.6626686656671664
20170710_15_16_02,invisible,P3,0.2,grid,109,129,54,0.453781512605042,-0.8910042693925886,0.8430784607696152
20170710_15_16_02,invisible,P1,0.3,continuous,16,18,12,0.7058823529411765,0.4726762952184647,0.4382808595702149
20170710_15_16_02,invisible,P2,0.3,continuous,44,49,37,0.7956989247311828,1.8342749488499368,0.05547226386806597
20170710_15_16_02,invisible,P3,0.3,continuous,109,129,73,0.6134453781512605,0.7879533050672197,0.248375812093953
20170710_15_16_02,invisible,P1,0.3,grid,16,18,12,0.7058823529411765,-0.24561978678973254,0.7556221889055472
20170710_15_16_02,invisible,P2,0.3,grid,44,49,37,0.7956989247311828,0.687204573620354,0.36931534232883556
20170710_15_16_02,invisible,P3,0.3,grid,109,129,73,0.6134453781512605,-1.216370583252281,0.9235382308845578
20170710_15_16_02,invisible,P1,0.5,continuous,16,18,12,0.7058823529411765,-1.0132199019755765,0.9470264867566217
20170710_15_16_02,invisible,P2,0.5,continuous,44,49,38,0.8172043010752689,0.07885646317657012,0.6006996501749126
20170710_15_16_02,invisible,P3,0.5,continuous,109,129,87,0.7310924369747899,0.08574634837773161,0.5412293853073463
20170710_15_16_02,invisible,P1,0.5,grid,16,18,12,0.7058823529411765,-1.3566177850206596,1.0
20170710_15_16_02,invisible,P2,0.5,grid,44,49,38,0.8172043010752689,-0.2357753986764261,0.7166416791604198
20170710_15_16_02,invisible,P3,0.5,grid,109,129,87,0.7310924369747899,-0.43497396029282526,0.744127936031984
20170710_15_16_02,invisible,P1,1.0,continuous,16,18,12,0.7058823529411765,-1.6240382886745826,0.9930034982508745
20170710_15_16_02,invisible,P2,1.0,continuous,44,49,38,0.8172043010752689,-0.45881322697040866,0.800599700149925
20170710_15_16_02,invisible,P3,1.0,continuous,109,129,88,0.7394957983193278,-0.9678066489555028,0.8765617191404298
20170710_15_16_02,invisible,P1,1.0,grid,16,18,12,0.7058823529411765,-1.7234435689392003,1.0
20170710_15_16_02,invisible,P2,1.0,grid,44,49,38,0.8172043010752689,-0.6232901345259266,0.8325837081459271
20170710_15_16_02,invisible,P3,1.0,grid,109,129,88,0.7394957983193278,-1.2399897078186066,0.9335332333833083
20170710_15_16_03,invisible,P1,0.1,continuous,12,12,4,0.3333333333333333,1.3900140989800411,0.136431784107946
20170710_15_16_03,invisible,P2,0.1,continuous,38,44,14,0.34146341463414637,2.2602044499843785,0.027486256871564217
20170710_15_16_03,invisible,P3,0.1,continuous,103,126,31,0.27074235807860264,2.1791616520693666,0.02148925537231384
20170710_15_16_03,invisible,P1,0.1,grid,12,12,4,0.3333333333333333,0.5670824430876124,0.3708145927036482
20170710_15_16_03,invisible,P2,0.1,grid,38,44,14,0.34146341463414637,0.5313344648174906,0.34182908545727136
20170710_15_16_03,invisible,P3,0.1,grid,103,126,31,0.27074235807860264,-0.34805354878760375,0.670664667666167
20170710_15_16_03,invisible,P1,0.2,continuous,12,12,5,0.4166666666666667,0.4721059801591613,0.41829085457271364
20170710_15_16_03,invisible,P2,0.2,continuous,38,44,23,0.5609756097560976,2.033197294062636,0.030484757621189407
20170710_15_16_03,invisible,P3,0.2,continuous,103,126,51,0.44541484716157204,1.497489865597492,0.08545727136431784
20170710_15_16_03,invisible,P1,0.2,grid,12,12,5,0.4166666666666667,-0.15420177908458774,0.6506746626686657
20170710_15_16_03,invisible,P2,0.2,grid,38,44,23,0.5609756097560976,0.6857467626250602,0.2913543228385807
20170710_15_16_03,invisible,P3,0.2,grid,103,126,51,0.44541484716157204,-0.7022415040324568,0.7756121939030485
20170710_15_16_03,invisible,P1,0.3,continuous,12,12,8,0.6666666666666666,1.1062705856494008,0.22138930534732634
20170710_15_16_03,invisible,P2,0.3,continuous,38,44,28,0.6829268292682927,1.3409680088923384,0.11794102948525736
20170710_15_16_03,invisible,P3,0.3,continuous,103,126,71,0.6200873362445415,1.4641730538245161,0.095952023988006
20170710_15_16_03,invisible,P1,0.3,grid,12,12,8,0.6666666666666666,0.6790121223408028,0.3823088455772114
20170710_15_16_03,invisible,P2,0.3,grid,38,44,28,0.6829268292682927,0.21191109489348298,0.5432283858070964
20170710_15_16_03,invisible,P3,0.3,grid,103,126,71,0.6200873362445415,-0.5358555078584416,0.7446276861569215
20170710_15_16_03,invisible,P1,0.5,continuous,12,12,8,0.6666666666666666,-0.07597208756200279,0.7436281859070465
